"g0","g1","g2","g3","h1","h2","h3","year"
1.41417353374308,-1.71574100499679,-0.0858396138018382,0.660439888142402,-1.59060544302756,1.34355027423313,-0.114742504615465,1992
1.51967517089986,-1.90666536316067,0.183158587349139,0.329846472914552,-1.7129527613407,1.52626729610696,-0.480742364921067,1993
1.79583521716585,-2.02437550283872,-0.236802115979949,0.610783456244882,-2.22131315949414,1.72544940772474,-0.282784733615831,1994
1.63235290040031,-2.10287565951682,0.190391948056531,0.560664083272648,-1.8567247606533,1.79096871539248,-0.633069308140147,1995
1.55739237994066,-1.86828077798948,-0.0505643559113019,0.623625431571699,-1.84547452343884,1.60235032124355,-0.438664083938604,1996
1.58928777279821,-1.82589705954108,-0.275264986424604,0.799299375270511,-1.77517419809846,1.28951942849423,0.240916603658806,1997
1.61351545405866,-1.86118126918259,-0.315732828758694,0.923527651636939,-2.07658138629829,1.8203344894525,-0.296472261535393,1998
2.12799970239988,-2.41394436340834,-0.313191798721583,0.793649633276981,-2.59991033058555,1.99821635465507,-0.125931438018212,1999
1.75198653319715,-2.01352728321224,-0.0488030579969376,0.226801023975969,-2.06635293628994,1.52909643314986,-0.250052798331369,2000
1.58377188147209,-1.96041466078695,0.0740491593923129,0.389076514805397,-1.71091040990451,1.37638638990038,-0.0761087822252198,2001
1.60633391215129,-1.83013440795102,-0.0758599428957788,0.268773829841022,-1.82176457031208,1.24312417866594,0.0533861331118764,2002
1.78313985165239,-2.15504193278723,0.0494395727120645,0.431123572713093,-2.03152501003537,1.64887883405665,-0.283342137717153,2003
1.60122799032558,-1.99469485928418,0.143575669697285,0.359675567375233,-1.7710250039667,1.49944098799494,-0.335888968429175,2004
1.9023456001939,-2.34285368821004,0.163623400993909,0.259687123284521,-2.03277589512503,1.58951529646255,-0.189763299991759,2005
1.58997097454284,-1.92638472643513,-0.0153744316372687,0.489597758868989,-1.75117613746377,1.37990287246498,-0.0541756407051274,2006
1.57616063573492,-1.98934705751436,0.0366417115351352,0.749042633057799,-1.88624065330557,1.83648404030557,-0.609284637784071,2007
1.82495777986601,-2.23362813319138,0.0269803827127303,0.512868360930529,-2.09029730872946,1.75548850910925,-0.301421871684467,2008
1.95664730885456,-2.430230816387,0.00930093049286009,0.86166889225327,-2.26245676100029,2.0443820100822,-0.45875441874082,2009
2.14199319249583,-2.47387498987363,-0.281657735956751,0.773264383050118,-2.58979418066412,2.02002702817689,-0.0341314593984542,2010
1.55022105715315,-1.93345697628282,-0.0219099297498605,0.792156785065904,-1.80869424067627,1.682634222553,-0.403562054427727,2011
1.9967646428668,-2.28372870018669,-0.260839382402857,0.666175097857431,-2.44446193279915,1.91477988337259,-0.168632085465405,2012
1.76761256222441,-2.01137613653676,-0.349863653543647,0.965504026195584,-2.26190842226024,1.90159559098508,-0.277370780854017,2013
1.43046576293504,-1.54382107077543,-0.42804685653163,0.759849381097935,-1.75576778892377,1.25932020835224,0.14083895677591,2014
1.9722757496284,-2.07983459356142,-0.588929157570597,0.943937769936705,-2.66199129481515,2.05725968597051,-0.254205974516184,2015
1.70366283367458,-2.01909072189132,-0.195499216982307,0.802863426291638,-2.13524242924312,1.88759871157133,-0.372431135743686,2016
1.73838664819558,-2.335325976082,0.346751135275099,0.561152473076248,-1.84815890563169,1.83573985000897,-0.610901982663235,2017
1.64024463688356,-1.86174129109265,-0.339699931431784,0.752028958975436,-2.08962287825174,1.67615663014767,-0.0397369285887278,2018
1.5380527157475,-1.59864125506851,-0.56414602941854,0.804215416910627,-2.07264490842815,1.52009070864883,0.124294436334536,2019
